site.latitude,site.longitude,dri_grid_feedstock.price,hydrogen_feedstock.price
39.179,-94.644,58.24602573,7.819127689
40.639,-94.179,51.41859144,6.486845574
42.135,-74.231,54.87195632,9.087358988
39.836,-86.466,54.08137179,7.389792328
44.836,-72.268,79.67190898,11.19138114
43.297,-83.034,54.46538588,7.030717938
41.522,-97.383,48.48607904,6.892715924
43.745,-75.672,50.22448696,7.602515656
40.915,-93.153,50.25523396,6.52284299
45.619,-97.165,48.01464159,6.479866149
38.376,-93.262,57.32420626,8.084316033
38.785,-86.901,58.74660238,8.268727655
38.792,-95.074,48.66910731,6.576432804
40.062,-96.921,44.62706297,6.200145885
42.581,-74.531,50.90152862,7.3545067
38.181,-90.2,61.38834601,8.610442044
40.223,-92.752,53.7541996,6.87663279
42.086,-89.986,53.37882952,6.524971783
40.62,-89.979,55.65806989,6.908352618
40.636,-76.972,72.45617197,10.64305592
42.951,-86.133,57.35833333,7.43043708
39.202,-87.27,58.58810594,8.045451544
38.203,-77.393,62.42842963,9.521704146
43.868,-95.759,47.11402471,6.460728066
42.812,-85.552,56.82341805,7.716463431
38.52,-87.36,58.5870948,8.369258517
42.11,-97.1,45.42147075,6.29428234
38.254,-89.635,56.84951183,7.714561563
44.643,-83.831,61.33378629,8.702613374
44.928,-94.048,52.33871303,7.085928629
44.638,-97.764,48.19730942,7.497728876
45.4,-93.094,56.28973232,7.594526158
42.872,-78.108,52.58970512,8.079507383
42.664,-77.255,55.44160432,8.457847794
38.894,-83.34,60.22555006,9.13484917
41.968,-75.805,59.60083702,8.59590163
39.168,-93.795,53.07708032,7.103576468
44.997,-89.535,56.21071969,7.077430089
42.003,-97.985,46.90393923,6.553646022
40.301,-83.642,52.54980459,7.387797164
42.211,-96.508,47.72590301,6.594923107
41.913,-94.733,48.41150834,6.364914313
40.119,-76.833,63.20207239,9.408568091
46.295,-97.814,50.4352344,6.861520616
41.415,-84.014,57.72454279,7.748746212
40.169,-88.725,55.9963289,6.822567835
41.603,-93.416,50.76824359,6.498809353
44.258,-96.218,48.08888229,6.484302926
42.783,-75.227,58.89441507,8.518178578
43.47,-94.398,48.64393387,6.650122757
46.891,-96.389,52.22032516,7.525073042
44.308,-85.91,58.17542757,6.947540066
42.469,-73.805,70.30200869,10.48294073
38.72,-77.532,67.57701181,10.59481219
46.819,-91.258,65.65937746,8.981078822
39.284,-88.681,54.93068491,7.231633641
40.095,-74.638,57.41269903,8.39533146
39.765,-83.169,60.6389907,8.920491025
43.478,-90.607,54.7934753,6.656543983
40.846,-95.916,49.00242728,6.357131627
41.48,-92.247,51.31129381,6.47246505
46.557,-92.397,65.61020315,8.920584641
42.796,-96.513,46.88752754,6.663217889
41.196,-84.939,56.18609974,7.304981003
41.301,-89.914,52.27357502,6.557154344
38.735,-89.447,56.67704606,7.716713398
44.564,-90.973,54.16784025,6.995728955
43.399,-84.233,56.52538901,7.342584936
40.403,-92.166,51.16250247,6.74221526
38.862,-93.101,52.61488688,6.996040576
41.717,-88.398,58.02462706,7.10284254
44.056,-72.423,57.60315341,9.361197001
45.586,-87.582,57.64037358,7.851745274
44.721,-93.281,54.55981386,7.286968665
40.227,-85.106,55.34456603,7.546306027
41.763,-76.475,62.14805368,8.711817509
42.45,-92.039,50.89051651,6.617038851
44.037,-76.354,52.30808721,7.855595437
46.887,-94.784,55.19318723,7.119884185
41.138,-95.478,50.99325709,6.431124144
39.732,-78.404,69.22754364,11.19056578
39.719,-84.904,56.02114788,8.079337839
44.144,-86.399,54.58691417,6.837009571
42.875,-88.104,54.75903184,7.161985723
40.064,-81.224,59.84133196,8.827448556
43.156,-73.707,80.94288555,11.47455377
43.033,-74.216,74.01588852,10.24146903
41.233,-96.938,44.8074436,6.303142878
38.794,-95.637,46.52550588,6.614472671
41.927,-73.545,53.6741379,8.075798189
39.255,-82.984,63.20230992,9.277783207
39.637,-92.782,54.3036301,6.871183342
42.26,-72.505,72.50926875,10.75063221
38.14,-78.404,77.87765954,11.19263996
43.142,-77.107,59.42168394,9.258997754
43.693,-91.197,60.1929438,7.901418862
43.741,-93.021,49.05224406,6.438050174
45.056,-91.087,57.28220041,7.782807024
45.429,-90.586,60.36112161,7.975822338
40.462,-76.435,72.20604536,11.18261167
39.384,-78.788,69.72767851,10.89852
39.28,-75.199,56.46399806,8.329471452
43.282,-96.668,50.70693151,7.166731574
38.31,-81.476,65.7838273,10.95258698
42.308,-75.389,70.43238095,10.00672665
38.09,-93.692,55.16553143,7.889404346
45.655,-91.509,57.3754534,7.688712794
45.214,-93.571,53.92479583,7.289779539
45.13,-97.311,49.28337615,6.730451436
46.687,-94.308,56.89453535,7.306322654
41.132,-94.603,47.77765227,6.048935135
39.576,-75.832,62.4785284,9.366275257
38.181,-76.546,58.79155946,9.623913824
43.921,-89.498,58.71964476,7.142340337
41.044,-81.142,59.94867282,8.400766071
40.689,-84.735,57.02486778,7.433518345
46.452,-87.296,58.31682922,8.019475965
39.151,-84.003,58.97234189,8.56742661
42.183,-79.815,54.61601031,8.138823811
38.229,-79.09,74.59578716,10.75220945
41.2,-81.696,60.48322232,8.863916105
42.78,-72.612,63.22770852,9.526568209
41.398,-80.761,66.17442447,9.515075117
40.833,-79.277,64.71334103,9.426644773
40.979,-76.57,66.7885506,9.569792467
39.553,-88.223,55.60630495,7.02909285
42.498,-94.721,47.28725229,6.235183862
42.955,-92.758,52.48840608,6.984380936
43.395,-72.683,64.51809282,10.60738288
44.34,-88.065,51.31168453,6.54155783
40.009,-89.462,55.25405478,6.912022481
39.417,-86.099,55.95759231,7.854978823
38.024,-87.285,59.53868666,8.559414763
41.321,-76.165,56.91217926,8.245658412
41.428,-95.036,49.12946551,6.172112024
39.597,-81.475,64.64281089,9.622144928
41.496,-86.362,56.17204566,7.024954408
42.894,-90.659,53.16976553,6.681489673
42.209,-95.172,49.93455623,6.639947411
40.386,-79.688,63.86411489,9.17986164
41.225,-97.815,48.29404304,6.887453274
43.101,-88.679,53.03067508,6.615076123
46.066,-92.269,61.42938904,8.143522162
45.91,-90.383,57.83685565,7.028809928
43.227,-75.538,75.42836767,11.27986223
39.397,-91.23,52.56550712,6.798847242
46.698,-85.008,52.72711292,8.005433585
45.715,-94.651,51.03142157,6.844917182
41.506,-82.813,57.09718467,8.717754935
38.304,-95.361,49.92079696,6.722028795
41.931,-91.037,51.68681366,6.799257548
40.544,-84.178,56.15485391,7.723515068
45.835,-91.022,57.09875181,7.290884745
39.502,-74.69,56.79142229,7.973092397
43.939,-72.942,53.32671274,7.618989204
40.148,-75.65,57.84709107,8.235350996
38.306,-95.919,50.14571571,6.834479039
41.198,-92.702,53.31606401,6.841342284
39.353,-93.221,54.7802893,7.195586393
44.837,-72.907,71.3194361,10.52109026
43.11,-72.172,55.36600246,8.888975195
46.146,-91.63,58.13416581,7.454519634
39.967,-96.347,44.02907256,6.097882312
39.274,-97.619,47.07840636,6.545498265
43.562,-86.491,55.70970331,7.118851599
41.271,-75.133,53.47236237,8.024438305
43.286,-85.319,56.6952872,7.755424106
42.129,-88.793,54.14661409,6.501983191
44.621,-89.886,55.26646759,7.024110613
42.207,-90.569,52.58770358,6.642200034
46.499,-95.111,51.92864537,6.996419759
40.758,-87.057,56.8555571,7.130380178
39.281,-95.209,51.4771514,6.880614986
41.723,-95.473,46.69607968,5.867770467
40.707,-92.583,49.05015761,6.560043716
40.374,-82.319,60.10662274,8.505918307
41.971,-92.366,50.3678127,6.495398503
40.181,-84.535,56.35996593,7.778285957
42.24,-76.323,69.36892469,11.02959371
40.26,-95.917,48.50109937,6.553833735
45.441,-88.545,55.8526599,6.659344602
41.361,-72.544,53.88391198,7.614258476
43.881,-74.532,58.37302204,7.950019899
46.375,-93.045,55.3918541,7.021579046
39.137,-85.003,61.51175413,8.628449283
38.756,-81.946,71.72107525,11.3668183
42.59,-72.069,58.97538041,8.411540943
43.181,-97.27,46.43618932,6.279777875
41.458,-91.515,56.16438589,7.233361486
39.967,-95.487,48.87948543,6.733395312
41.804,-77.515,51.04981458,7.993755204
45.497,-89.795,58.81570232,7.355118333
44.925,-74.149,55.02626753,8.029748129
43.338,-89.56,58.18240607,7.195248869
43.168,-90.182,69.10016634,8.273254796
41.631,-76.967,53.70716911,8.213743211
46.413,-88.42,55.17809147,6.749316878
40.054,-97.782,45.34490702,6.438691013
43.846,-87.977,52.44338023,6.439618227
38.041,-80.831,54.10203166,9.966578887
40.263,-86.981,54.62289587,7.055294044
41.287,-77.37,61.45616063,9.527505315
42.585,-90.237,52.96659442,6.53500173
40.654,-90.846,51.16622167,6.625098277
40.577,-81.398,62.90874286,9.207572255
46.361,-84.431,60.67660851,8.526102871
44.053,-97.747,49.14434791,7.507503977
40.592,-75.951,52.92795272,7.774752517
39.147,-79.282,50.22245241,7.648694799
38.644,-76.981,60.48685661,9.107058567
42.699,-95.913,47.57093505,6.650574037
40.276,-80.446,64.19364001,9.581061709
46.002,-94.17,55.75347218,7.786657918
43.769,-95.151,47.31078488,6.411883727
42.828,-83.285,54.80541876,7.452960164
42.306,-85.339,58.19811541,7.738857599
45.817,-96.539,52.01958202,7.034215719
40.981,-72.087,47.38085805,7.581109738
43.651,-84.949,58.31734328,7.714266851
41.872,-78.847,60.19990006,8.838877034
46.915,-88.676,67.92832932,8.509743044
39.504,-82.503,62.72090253,9.020945412
43.257,-93.195,49.55256088,6.489928825
44.479,-73.84,52.15043129,7.442068835
42.826,-91.565,59.4002971,7.739153402
44.842,-88.309,55.48362361,6.686331923
38.398,-82.306,73.80592548,11.82468489
38.559,-92.694,54.07315132,7.553252188
38.871,-90.281,61.39907598,8.596880991
40.71,-78.279,54.11497403,8.092009937
39.423,-92.081,54.44194101,7.065610102
38.36,-87.942,57.52916359,8.269603142
41.354,-82.253,57.40390246,8.417149907
46.891,-95.586,53.30603106,7.280094675
38.215,-83.47,69.11204086,11.06497821
46.464,-89.532,58.93365468,8.421302272
40.153,-94.337,52.71937502,6.621701616
43.952,-93.927,50.3826438,7.098541588
41.477,-79.7,67.09750132,9.147615079
44.209,-87.467,49.98534113,6.881160634
45.683,-92.608,58.93381438,8.131030545
38.781,-85.488,58.86544535,8.621361921
38.312,-91.028,56.97321059,7.501142865
38.394,-94.381,51.87572104,7.152864578
39.663,-79.437,69.29531546,10.89040654
39.766,-97.345,42.92463511,6.337007398
41.456,-87.252,56.3357236,7.228621813
42.671,-84.974,53.8034778,7.360343995
43.626,-83.423,55.47191027,7.218286342
39.601,-76.697,59.55842892,8.826842537
40.484,-91.583,55.66062144,7.073695945
43.058,-78.818,60.18058271,8.416316597
39.774,-85.614,55.68656489,7.905718462
44.738,-85.058,55.53773575,6.899077298
42.697,-95.315,46.20799873,6.522319229
43.318,-91.681,60.29937338,7.941027819
45.329,-96.691,55.47259022,7.463930658
38.641,-83.814,60.57997087,9.123808323
43.979,-84.119,57.67525746,7.819865712
38.273,-85.287,59.41725858,9.221892556
45.957,-87.211,59.58845316,7.991027496
44.231,-93.15,50.27937146,6.880228229
42.148,-77.109,71.95034062,10.18256687
40.732,-81.948,69.01805433,9.905469252
39.755,-77.816,74.23476878,10.95687645
42.672,-93.222,48.05948121,6.218271332
40.894,-83.673,55.49143481,7.454978894
44.221,-75.509,60.33804381,8.662683514
38.896,-84.476,66.60599183,9.370482382
46.089,-87.827,58.48668279,7.39889306
40.746,-83.117,58.80303859,7.980298909
41.954,-91.775,52.07035902,6.652528575
43.576,-96.216,51.52767309,6.976484606
45.628,-86.63,51.75128766,6.987551269
46.495,-97.342,54.66545581,7.563494232
46.388,-93.84,54.3237267,7.151761193
45.12,-90.146,53.49276942,6.798092341
43.425,-85.904,59.15579168,7.506765541
39.278,-90.671,54.72249003,7.113773227
46.537,-85.52,55.19269964,7.177562644
40.892,-89.516,62.14196475,7.674201752
44.93,-73.509,64.45930269,9.723615855
45.172,-91.701,60.65322488,8.038204684
41.191,-87.728,57.38612252,7.06732817
42.979,-97.867,51.65670861,7.163428262
44.775,-88.939,61.88150607,7.725587266
45.032,-94.666,50.28776304,6.973067478
43.964,-96.675,51.28051515,6.807031666
40.354,-94.908,49.11599127,6.19981146
44.544,-94.523,53.26763232,7.57847474
38.931,-91.97,53.94683017,7.008936062
41.453,-73.717,58.71329139,8.784280838
40.27,-85.678,56.73799632,7.585260303
43.489,-73.271,75.25988245,10.63583426
41.556,-81.317,60.49616966,8.819655179
39.044,-92.528,55.10917389,7.236472093
46.046,-88.944,55.45098741,6.78852232
41.013,-79.969,61.61168839,8.743873589
40.552,-95.483,48.39441865,6.082976563
39.52,-87.656,56.42082044,7.317487784
46.499,-96.705,51.79891083,7.207889097
41.56,-84.578,55.09470261,7.335645137
44.843,-95.755,48.88431645,6.722463769
43.462,-93.792,47.5891969,6.457598574
45.873,-89.439,58.84717603,7.206161134
39.944,-76.301,63.07089347,9.351633593
39.134,-80.863,67.01406677,9.966855156
38.582,-93.815,50.90998771,7.030631959
42.32,-77.663,67.35604707,9.898108305
40.177,-91.172,53.1436774,6.748893793
42.503,-88.451,52.97420397,6.506614488
42.973,-93.659,46.48919889,6.291868391
39.938,-90.043,54.38222059,6.872969341
42.941,-92.158,51.24178957,6.592920484
40.973,-78.796,56.11705325,8.274484019
41.816,-86.757,53.74173861,7.171169685
46.774,-93.505,56.85097302,7.246789267
42.291,-93.685,49.49236734,6.246625324
40.63,-93.6,51.4682303,6.430565617
46.3,-94.637,54.87449895,7.381366827
45.891,-93.227,55.80173944,7.380083862
45.331,-95.91,48.2068868,6.449493262
45.66,-84.253,54.06470461,7.827605336
43.238,-74.916,62.24761325,9.346468714
40.734,-85.311,54.73235651,7.161730608
41.714,-85.292,55.07525106,7.11713852
38.277,-84.162,58.07549708,8.77107947
38.827,-82.643,65.57798244,9.971839715
44.072,-90.861,60.94708597,7.83379302
41.864,-86.008,57.51742888,7.26196297
39.863,-82.138,65.34105223,9.278515235
44.355,-95.604,51.49292498,7.032357099
43.922,-92.401,49.94659706,6.649830555
38.881,-94.228,49.43947066,6.58868584
42.211,-95.766,51.00851576,6.856165909
39.919,-92.338,53.14670509,6.746377424
42.589,-94.122,48.67682821,6.458336743
41.118,-74.137,62.9772836,9.872371545
42.359,-89.512,52.49509336,6.383988351
46.684,-90.148,60.34653131,8.55614353
43.792,-85.536,60.83628514,7.761170573
41.782,-78.122,62.30137579,10.03281728
41.789,-75.26,61.67241257,9.203997056
46.012,-95.276,50.37045546,6.89678815
41.409,-79.123,64.95776393,9.117061684
40.236,-82.929,62.17173456,8.916182515
43.405,-76.097,63.18180437,9.3451845
40.937,-97.37,45.35458674,6.249774929
43.863,-97.284,48.39360588,6.682949777
42.465,-78.833,63.26312393,9.273639324
38.64,-84.945,63.95457223,9.431226985
44.806,-92.658,52.68417683,7.07849464
43.201,-91.085,58.00906861,7.515163462
44.3,-91.917,70.00219894,9.262324853
40.22,-81.77,63.89440456,9.060840296
45.703,-93.708,54.40349939,7.163855677
45.523,-95.126,50.75593186,7.025134663
45.036,-95.288,48.32363293,6.847637808
45.067,-84.214,56.94569167,7.599247448
39.513,-83.649,57.07190327,8.37153933
46.638,-91.752,67.80634074,9.248615135
40.967,-91.404,51.19665665,6.631656275
42.695,-97.11,47.29014174,6.582336603
46.317,-86.678,50.57965136,7.544514147
39.278,-85.55,55.89197093,8.15175868
45.259,-87.002,49.62045856,6.510959335
45.913,-83.725,51.24562465,7.70481277
38.913,-91.406,53.51277698,6.99251437
43.752,-90.126,58.17486708,7.480069934
42.273,-83.698,59.51879534,7.848759416
46.579,-86.154,52.16176311,6.74815459
43.512,-89.086,53.08676303,6.555966767
46.882,-97.672,54.72822143,7.311370944
39.654,-93.636,52.84914185,6.944222999
39.467,-94.212,49.59645265,6.53611718
40.352,-97.358,45.87327388,6.328504641
42.185,-86.404,53.67053907,6.96028005
42.678,-82.712,59.293167,7.863727837
41.021,-86.58,57.99460763,7.460631271
44.356,-74.359,63.027739,8.724613161
39.575,-84.355,63.9630875,9.083828952
38.941,-86.313,57.9367619,8.218327762
38.795,-90.851,56.47505749,7.80326198
41.65,-88.996,54.4868131,6.556921721
42.068,-84.783,54.82294334,7.368488436
39.351,-81.961,64.90445536,9.70671627
38.64,-76.265,55.33259958,8.793166527
40.553,-96.35,47.21201016,6.356493488
43.756,-75.045,58.98597819,8.109630961
46.087,-89.891,57.78876615,7.108559568
40.001,-91.759,53.11153762,6.696516745
40.397,-78.953,55.08437671,8.675339245
40.787,-86.032,58.56400898,7.46717362
44.058,-94.688,49.28794319,6.886392673
40.988,-92.13,51.34739551,6.770451172
42.727,-89.024,52.79106223,6.636289411
42.335,-91.451,50.02971856,6.64395281
38.392,-88.5,57.86180863,8.146670896
44.244,-90.231,58.69672689,7.387475541
43.469,-97.73,49.2252985,7.077334545
38.105,-94.806,49.62168947,6.735856204
41.24,-85.519,53.29636267,7.026106974
39.257,-77.09,60.22997497,9.200428081
45.223,-83.711,57.52598123,7.826185595
39.81,-80.704,67.00045585,10.15581671
41.678,-89.583,55.79017964,6.832162938
44.798,-83.331,54.87854293,7.561422057
42.005,-94.139,49.88206057,6.378900585
46.403,-95.749,52.06006614,7.195805009
42.398,-97.551,46.90093765,6.288824149
39.842,-80.116,62.94558708,9.712343181
39.696,-89.064,55.44977196,7.190966362
44.743,-96.839,47.21764232,6.278164547
41.431,-95.915,51.94359975,6.900670444
41.059,-88.915,56.09943255,7.088687211
38.728,-75.52,55.35219581,8.633813323
39.353,-90.096,58.12244541,7.782775604
45.818,-95.751,48.45444571,6.964379638
41.765,-83.501,57.41290156,8.084847126
41.709,-90.317,58.05576703,6.956987333
41.223,-88.31,59.46589028,7.512207926
45.123,-97.934,50.41654986,7.879679239
45.997,-84.822,56.78066617,7.904179107
39.098,-75.981,57.48469268,8.606059271
39.425,-89.52,54.51436717,6.970990054
43.656,-82.65,53.72633052,7.20984052
44.4,-89.291,57.13994869,7.064526195
45.245,-85.279,56.20141787,7.004531403
39.863,-90.623,61.06282191,7.785296826
46.107,-97.017,54.14274384,7.488428671
42.806,-84.196,54.89400855,7.441735075
40.843,-95.045,47.69072754,6.1592397
44.448,-97.296,47.4019081,6.467291502
41.691,-72.115,65.52126647,9.409677136
38.804,-88.876,56.12650933,7.67336165
42.682,-76.639,65.85313251,11.23072689
38.316,-85.843,69.57517263,10.26729387
38.073,-92.857,60.78137874,8.58634471
39.939,-84.001,60.79327209,8.686771589
44.265,-85.299,56.53336513,7.025708374
38.003,-97.588,44.51797386,6.337432343
40.311,-86.251,54.21981138,7.198675006
44.548,-95.14,51.65179365,7.310207291
45.809,-97.642,55.13139183,8.608569832
42.446,-85.914,57.97381692,7.33915432
44.387,-73.241,66.61581844,9.991380929
40.942,-77.769,82.22316619,11.61951419
38.429,-91.58,59.37679154,7.984494908
39.12,-78.282,65.63883008,10.2656002
38.62,-80.697,66.64055826,10.16362263
38.493,-97.46,43.83482613,6.211864695
39.311,-79.815,67.8187212,10.70584627
39.573,-86.934,59.35680783,7.977308623
46.208,-96.225,53.14108799,7.69291391
43.684,-88.609,54.2861029,6.460525416
40.58,-89.113,52.91633826,6.733508491
45.189,-92.324,55.60638939,7.253704307
43.144,-84.737,55.55312006,7.379166817
38.279,-86.69,60.10003958,8.603082044
45.919,-88.326,56.96547329,6.762215218
43.184,-95.159,51.18585003,7.07736437
38.466,-82.998,64.88468221,10.1049509
38.779,-81.23,66.53920414,10.17264572
41.321,-78.403,81.96749808,10.80080743
43.332,-77.817,55.36377138,8.382735984
41.138,-96.353,50.60366102,6.91689289
41.121,-93.728,49.85059781,6.365495408
40.995,-82.625,58.19363103,8.144040387
40.345,-90.438,52.97778123,6.749438317
39.674,-95.918,47.37079266,6.46749765
42.984,-94.561,49.45937965,6.792138291
43.353,-87.89,54.45120837,7.281927809
38.446,-92.139,62.55607261,8.362920461
42.465,-92.635,51.16406419,6.646398327
38.129,-89.088,57.05301859,7.947776521
41.689,-92.824,50.87165682,6.389067138
43.274,-76.603,58.52343419,8.910839737
43.432,-92.279,49.37246654,6.472074047
38.394,-79.616,62.39853439,10.52693474
46.327,-91.139,56.89132972,7.670330515
42.59,-73.3,52.99193752,8.040403136
42.581,-75.908,68.70564716,10.71239595
41.052,-84.377,56.97887081,7.417237396
39.238,-77.673,57.96472367,8.762963021
43.146,-82.457,55.62505208,7.546052838
44.703,-87.551,52.36739464,6.46830517
40.145,-93.762,53.72297278,6.820160483
40.227,-87.997,57.00439535,7.314289923
41.433,-90.782,56.38570066,7.357920153
46.583,-87.917,52.02200649,6.6587893
38.862,-80.212,64.90563199,10.12406768
46.506,-90.645,67.55517351,9.152558169
44.595,-84.463,60.91517064,7.760417109
45.955,-85.624,49.64725022,7.121041155
42.325,-79.325,60.74805435,9.191121493
44.135,-83.625,56.50144774,7.908995333
44.792,-75.31,59.7934766,8.560530368
44.123,-84.708,53.62721441,6.984223372
45.214,-87.948,62.23187261,8.192019335
41.42,-94.157,47.83504347,6.138255018
40.932,-75.544,67.42465609,10.46068808
44.742,-90.493,54.0500146,7.036089242
40.101,-77.425,70.33942899,10.35910008
39.864,-94.773,51.67978765,6.681354317
41.543,-80.279,59.75423467,8.444629413
38.603,-78.137,68.25423527,10.30299295
45.268,-89.036,54.43136747,6.73471382
40.493,-87.529,56.63830625,7.096503375
41.723,-96.651,48.47878692,6.544136198
45.405,-84.777,68.86180567,8.697156539
45.997,-86.253,56.22360691,7.689009467
42.127,-74.842,63.13683261,9.195294867
38.936,-87.73,55.29020635,7.421600707
42.182,-93.095,51.59001055,6.584085103
43.809,-91.798,63.97065273,8.353995964
44.803,-85.981,53.31372912,6.591668697
41.255,-83.308,56.00049615,7.597152674
39.892,-87.32,57.71703833,7.204853164
40.194,-78.13,54.80617445,8.325443616
42.298,-78.275,61.30414605,8.816334232
41.45,-75.674,66.08391757,10.01141111
38.871,-88.304,57.8366498,7.754341554
45.417,-94.188,53.2687493,7.044185928
40.721,-88.08,57.46484271,7.324539722
44.436,-93.756,51.14011198,7.243869992
40.935,-73.004,52.72697363,7.831752854
43.156,-83.672,56.35414093,7.322951732
39.376,-80.375,71.6958889,10.67325936
42.226,-84.306,56.2763269,7.799565194
38.693,-78.827,63.8886486,10.71049641
40.639,-97.798,45.47528802,6.302056949
40.93,-90.387,52.65531979,6.691199825
39.939,-93.196,52.47470563,6.732209351
44.348,-74.993,57.4429404,8.078041073
44.681,-91.582,55.21964952,7.260808017
40.648,-96.93,46.1520268,6.233359253
43.405,-78.411,52.95839231,7.995269103
44.177,-88.702,54.82723999,6.810351697
44.94,-96.376,53.02000449,7.311072105
38.271,-75.806,56.03213163,9.025428971
42.858,-89.76,53.76259374,6.576633391
43.186,-95.762,49.43314627,6.883232479
44.801,-74.672,61.89315377,8.919900273
